,categories,deals,display_phone,distance,eat24_url,gift_certificates,id,image_url,is_claimed,is_closed,location,menu_date_updated,menu_provider,mobile_url,name,phone,rating,rating_img_url,rating_img_url_large,rating_img_url_small,reservation_url,review_count,reviews,snippet_image_url,snippet_text,url,address,city,coordinate,country_code,cross_streets,display_address,geo_accuracy,neighborhoods,postal_code,state_code,latitude,longitude
465,"[Category(name='Pubs', alias='pubs'), Category(name='German', alias='german')]",,+1-212-598-1098,,,,zum-schneider-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/xA7n9CM_xyrjhqHIXm-FRw/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc77e10>,1442354824.0,single_platform,http://m.yelp.com/biz/zum-schneider-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Zum Schneider,2125981098,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,527,,http://s3-media2.fl.yelpcdn.com/photo/0CDkz2x_WpQgPSP_a9VqEQ/ms.jpg,"trekked here during a wild, unpredictable rain storm on 7-1-16!
the beer was very tasty, atmosphere was relaxed and there was room to sit. 
our server was...",http://www.yelp.com/biz/zum-schneider-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['107 Ave C'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc77e80>,US,,"['107 Ave C', 'East Village', 'New York, NY 10009']",9.5,"['East Village', 'Alphabet City']",10009,NY,40.72421,-73.978862
466,"[Category(name='Bars', alias='bars'), Category(name='Jazz & Blues', alias='jazzandblues')]",,+1-212-358-1700,,,,rue-b-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/uyCCJPDgbX-cNOiBm5JA2A/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc77eb8>,1458207825.0,single_platform,http://m.yelp.com/biz/rue-b-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Rue B,2123581700,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,255,,http://s3-media4.fl.yelpcdn.com/photo/lXVZmoNU15OTCOn2M4gUYg/ms.jpg,"Was here last night with a friend - second time here.  What I love: musicians keep pouring into this place and playing.  I could feel their energy, their...",http://www.yelp.com/biz/rue-b-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['188 Ave B'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc77f28>,US,,"['188 Ave B', 'East Village', 'New York, NY 10009']",8.0,"['East Village', 'Alphabet City']",10009,NY,40.727958,-73.979415
467,"[Category(name='Korean', alias='korean'), Category(name='Cocktail Bars', alias='cocktailbars')]",,+1-212-679-6790,,,,bangia-new-york-2,https://s3-media4.fl.yelpcdn.com/bphoto/xX4ZcFQ9jlQY-fHo5WWmcQ/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc77f60>,,,http://m.yelp.com/biz/bangia-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Bangia,2126796790,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,129,,http://s3-media1.fl.yelpcdn.com/photo/odpeMhBdmd8a-ly9iX2TNw/ms.jpg,"Time: Saturday @6pm

Wait time: none because we made reservations!

Notes: they do check ID at the door, so don't forget it! Very dim lighting as...",http://www.yelp.com/biz/bangia-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['11 E 32nd St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc77fd0>,US,5th Ave & Madison Ave,"['11 E 32nd St', 'Midtown East', 'New York, NY 10016']",9.5,['Midtown East'],10016,NY,40.746854,-73.9845201
468,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Burgers', alias='burgers'), Category(name='Sandwiches', alias='sandwiches')]",,+1-917-512-0397,,,,the-allie-way-sports-bar-new-york-2,https://s3-media1.fl.yelpcdn.com/bphoto/sDUwXDKZwuS7R0zvevsuZg/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f048>,,,http://m.yelp.com/biz/the-allie-way-sports-bar-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,The Allie Way Sports Bar,9175120397,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,38,,http://s3-media2.fl.yelpcdn.com/photo/5cenlHCWieOrBBixVlLjsQ/ms.jpg,They kind of look like your neighborhood bar but we didn't come by for drinks. We decided to try out their burgers via take out. The prices were decent...,http://www.yelp.com/biz/the-allie-way-sports-bar-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['413 E 70th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f0b8>,US,York Ave & 1st Ave,"['413 E 70th St', 'Upper East Side', 'New York, NY 10021']",9.5,['Upper East Side'],10021,NY,40.766242,-73.95577
469,"[Category(name='Dive Bars', alias='divebars')]",,+1-212-226-8844,,,,milanos-bar-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/uw-ro14BeuUb0dFhVNtDAA/ms.jpg,False,False,<yelp.obj.location.Location object at 0x10cc7f0f0>,,,http://m.yelp.com/biz/milanos-bar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Milano's Bar,2122268844,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,121,,http://s3-media4.fl.yelpcdn.com/photo/VlfqG_g_EhjO-Mz4n_OqjA/ms.jpg,Milano's looks like a miserable place from the outside. But boy do they have a great happy hour or its that bar that's cheap enough to come in at any hour....,http://www.yelp.com/biz/milanos-bar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['51 E Houston St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f160>,US,Greene St & Mulberry St,"['51 E Houston St', 'Nolita', 'New York, NY 10012']",8.0,['Nolita'],10012,NY,40.72464,-73.99459
470,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]",,+1-212-385-2222,,,,the-hideaway-seaport-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/BH7rpat4frAA6fyUNyUpfA/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f198>,,,http://m.yelp.com/biz/the-hideaway-seaport-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,The Hideaway Seaport,2123852222,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,33,,http://s3-media1.fl.yelpcdn.com/photo/IAK57YY3VNmWh7p4w5596w/ms.jpg,"I love this place. If it was in my neighborhood, I would eat there all the time. I'm relatively new to working in the area, but I understand that in the...",http://www.yelp.com/biz/the-hideaway-seaport-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['22 Peck Slip'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f208>,US,Water St & Pearl St,"['22 Peck Slip', 'Financial District', 'New York, NY 10038']",9.5,"['Financial District', 'South Street Seaport']",10038,NY,40.7080634,-74.002083
471,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]",,+1-212-420-0012,,,,freemans-new-york-3,https://s3-media1.fl.yelpcdn.com/bphoto/4QicG9B7fT6J0YIB3lCJaw/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f240>,1441940518.0,single_platform,http://m.yelp.com/biz/freemans-new-york-3?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Freemans,2124200012,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,1591,,http://s3-media3.fl.yelpcdn.com/photo/aQxfoZgkBRVcZSpZuw8b8A/ms.jpg,"I'm almost embarrassed to admit that it was my parents who found and introduced me to this hidden gem. Although most people in the city know about it now,...",http://www.yelp.com/biz/freemans-new-york-3?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,"['191 Chrystie St', 'Ste 2F']",New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f2b0>,US,Delancey St & Rivington St,"['191 Chrystie St', 'Ste 2F', 'Lower East Side', 'New York, NY 10002']",9.5,['Lower East Side'],10002,NY,40.7218938837555,-73.9925052386644
472,"[Category(name='Coffee & Tea', alias='coffee'), Category(name='Cafes', alias='cafes'), Category(name='Wine Bars', alias='wine_bars')]",,+1-646-524-6353,,,,spreadhouse-cafe-new-york-3,https://s3-media2.fl.yelpcdn.com/bphoto/-KKBP_xz5DKFE7k0OoC3IQ/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f2e8>,,,http://m.yelp.com/biz/spreadhouse-cafe-new-york-3?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Spreadhouse Cafe,6465246353,4.5,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/9f83790ff7f6/ico/stars/v1/stars_large_4_half.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png,,163,,http://s3-media1.fl.yelpcdn.com/photo/K4BN_UT8qI_Ij5_94G8Vtg/ms.jpg,"I absolutely love spreadhouse.

I like to come here to get work done, bask in their AC, and drink lots and lots of coffee. It's a huge space, especially for...",http://www.yelp.com/biz/spreadhouse-cafe-new-york-3?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['116 Suffolk St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f358>,US,Delancey St & Rivington St,"['116 Suffolk St', 'Lower East Side', 'New York, NY 10002']",8.0,['Lower East Side'],10002,NY,40.71891,-73.985847
473,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars')]",,+1-212-254-0350,,,,saxon-parole-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/0rnZrICb_0rZGnZokm6R6Q/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f390>,1442093660.0,single_platform,http://m.yelp.com/biz/saxon-parole-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Saxon + Parole,2122540350,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,573,,http://s3-media2.fl.yelpcdn.com/photo/ZI7D1ua5ZeCtbCL85TvZrQ/ms.jpg,"Had a birthday dinner here this past weekend (if you're reading all my reviews, you've now found out I have a few of these a year). We sat in a booth across...",http://www.yelp.com/biz/saxon-parole-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['316 Bowery'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f400>,US,Bond St & 2nd St,"['316 Bowery', 'NoHo', 'New York, NY 10012']",8.0,['NoHo'],10012,NY,40.7251701,-73.9925385
474,"[Category(name='Bars', alias='bars')]",,+1-646-964-4540,,,,mr-fongs-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/GoM2-CTvsbM8rJW2OdoURw/ms.jpg,False,False,<yelp.obj.location.Location object at 0x10cc7f438>,,,http://m.yelp.com/biz/mr-fongs-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Mr Fong's,6469644540,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,,31,,http://s3-media2.fl.yelpcdn.com/photo/-lJK_Cw0wh25aWbp3U4LWw/ms.jpg,"a bar located in the depths of Chinatown, which if you never heard of the spot, you wouldn't know of it, since there is not much around that area.  Nothing...",http://www.yelp.com/biz/mr-fongs-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['40 Market St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f4a8>,US,Madison St & Henry St,"['40 Market St', 'Two Bridges', 'New York, NY 10002']",9.5,['Two Bridges'],10002,NY,40.7122732860015,-73.9942900257959
475,"[Category(name='Bars', alias='bars'), Category(name='Music Venues', alias='musicvenues')]",,+1-212-744-4949,,,,brandys-piano-bar-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/KR8EZuqfydwlcaMaGEc3Cw/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f4e0>,,,http://m.yelp.com/biz/brandys-piano-bar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Brandy's Piano Bar,2127444949,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,,174,,http://s3-media4.fl.yelpcdn.com/photo/JgN0-zmHnvWDUAbQfBb2Mw/ms.jpg,Great place to just let go and have fun...it looks like just a regular bar and for the most part it is. Except for the amazingly gay piano player who makes...,http://www.yelp.com/biz/brandys-piano-bar-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['235 E 84th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f550>,US,3rd Ave & 2nd Ave,"['235 E 84th St', 'Upper East Side', 'New York, NY 10028']",8.0,"['Upper East Side', 'Yorkville']",10028,NY,40.777126,-73.953453
476,"[Category(name='Pubs', alias='pubs'), Category(name='Burgers', alias='burgers')]",,+1-212-243-8898,,,,the-storehouse-new-york-2,https://s3-media1.fl.yelpcdn.com/bphoto/snOr3eY-POw-jlktqfy8Ig/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f588>,1471659256.0,single_platform,http://m.yelp.com/biz/the-storehouse-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,The Storehouse,2122438898,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,,110,,http://s3-media1.fl.yelpcdn.com/photo/UHLziJ6WFZ2yrG0HafWOoA/ms.jpg,Great pub with huge selection of beers. Waitresses are friendly and all seem to be Irish. Prices are great especially during Happy Hour!!,http://www.yelp.com/biz/the-storehouse-new-york-2?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['69 W 23rd St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f5f8>,US,Avenue Of The Americas & Madison Ave,"['69 W 23rd St', 'Flatiron', 'New York, NY 10010']",9.5,['Flatiron'],10010,NY,40.742732812605,-73.9921761190491
477,"[Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars')]",,+1-646-678-5763,,,,briciola-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/gZfJe3VO0_-Nrx7UAD9Wxw/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f630>,,,http://m.yelp.com/biz/briciola-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Briciola,6466785763,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,426,,http://s3-media2.fl.yelpcdn.com/photo/Nsah7BDst0IVW81U6aKioA/ms.jpg,"Overall 8.
Nice place to sit in. It's quiet and hip. All pasta is only 12 and super delicious. 
One of the Italian places never fails my expectation and I...",http://www.yelp.com/biz/briciola-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['370 W 51 St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f6a0>,US,,"['370 W 51 St', 'Theater District', 'New York, NY 10019']",9.5,"['Theater District', 'Midtown West', ""Hell's Kitchen""]",10019,NY,40.7637997047278,-73.9880919456482
478,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]",,+1-646-755-8662,,,,east-village-social-new-york,https://s3-media4.fl.yelpcdn.com/bphoto/-o9tmFixu8J74HYeaEh9lw/ms.jpg,False,False,<yelp.obj.location.Location object at 0x10cc7f6d8>,,,http://m.yelp.com/biz/east-village-social-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,East Village Social,6467558662,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,93,,http://s3-media3.fl.yelpcdn.com/photo/GWZjOLx3_QcTa7oK4eP67w/ms.jpg,"By far the best vibe in the East Village. Great, intimate atmosphere, awesome bartenders, good music, and usually gory cult movies on the TV. Generally not...",http://www.yelp.com/biz/east-village-social-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['126 St Marks St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f748>,US,Avenue A & 1st Ave,"['126 St Marks St', 'East Village', 'New York, NY 10009']",8.0,"['East Village', 'Alphabet City']",10009,NY,40.726722,-73.98381
479,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]",,+1-212-510-8415,,,,beer-authority-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/0VphVfIbLLPS0EFEdrECug/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7f780>,1442098920.0,single_platform,http://m.yelp.com/biz/beer-authority-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Beer Authority,2125108415,3.5,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png,https://s3-media3.fl.yelpcdn.com/assets/2/www/img/bd9b7a815d1b/ico/stars/v1/stars_large_3_half.png,https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png,,451,,http://s3-media3.fl.yelpcdn.com/photo/IWv4Be-pdkKOx8A_TqAsSw/ms.jpg,"This place is actually pretty great! Wish we discovered it earlier. It's right off the 42nd/PATH metro stop so super easy to find

They played awesome...",http://www.yelp.com/biz/beer-authority-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['300 W 40th St'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7f7f0>,US,9th Ave & 8th Ave,"['300 W 40th St', 'Theater District', 'New York, NY 10018']",9.5,"['Theater District', 'Midtown West', ""Hell's Kitchen""]",10018,NY,40.7559502,-73.9907608
480,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]",,+1-646-602-9316,,,,linen-hall-new-york,https://s3-media3.fl.yelpcdn.com/bphoto/JjyIHmRpsQ791sCxT8nUBA/ms.jpg,True,False,<yelp.obj.location.Location object at 0x10cc7fac8>,1442097825.0,single_platform,http://m.yelp.com/biz/linen-hall-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,Linen Hall,6466029316,4.0,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png,https://s3-media2.fl.yelpcdn.com/assets/2/www/img/ccf2b76faa2c/ico/stars/v1/stars_large_4.png,https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png,,117,,http://s3-media2.fl.yelpcdn.com/photo/1gurmezlkKymki7SKaLvwg/ms.jpg,Loved it. We rented this place out for an Open Bar Fundraiser through our non-profit (Back on My Feet). Amazing space & really attentive staff. Can...,http://www.yelp.com/biz/linen-hall-new-york?adjust_creative=K_Z1A9EYgTBQ_Ra-XMFnEg&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=K_Z1A9EYgTBQ_Ra-XMFnEg,['101 3rd Ave'],New York,<yelp.obj.coordinate.Coordinate object at 0x10cc7fb38>,US,13th St & 12th St,"['101 3rd Ave', 'East Village', 'New York, NY 10003']",9.5,['East Village'],10003,NY,40.7323193887187,-73.9876905276754
