yelp_id,crime_score,business_name,rating,category
lounge-108-new-york,279,Lounge 108,4.5,"[Category(name='Lounges', alias='lounges')]"
peter-dillons-new-york-3,581,Peter Dillon's,4.0,"[Category(name='Pubs', alias='pubs')]"
upright-brew-house-new-york,286,Upright Brew House,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars')]"
rokc-new-york,256,ROKC,5.0,"[Category(name='Ramen', alias='ramen'), Category(name='Seafood', alias='seafood'), Category(name='Cocktail Bars', alias='cocktailbars')]"
subject-new-york-4,391,Subject,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
carraghers-pub-and-restaurant-new-york,844,Carragher's Pub & Restaurant,4.5,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars'), Category(name='British', alias='british')]"
the-redhead-new-york,341,The Redhead,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]"
alphabet-city-beer-company-new-york,206,Alphabet City Beer Company,4.5,"[Category(name='Bars', alias='bars'), Category(name='Beer, Wine & Spirits', alias='beer_and_wine')]"
the-louise-new-york,170,The Louise,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
anchor-wine-bar-new-york-3,266,Anchor Wine Bar,4.0,"[Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars')]"
billymarks-west-new-york,196,Billymark's West,4.0,"[Category(name='Dive Bars', alias='divebars')]"
merrion-square-new-york-3,221,Merrion Square,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars'), Category(name='Burgers', alias='burgers')]"
peque-vinos-tapas-bar-and-restaurant-new-york,309,PEQUE Vinos + Tapas Bar & Restaurant,4.5,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
slowly-shirley-new-york,396,Slowly Shirley,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Diners', alias='diners'), Category(name='Wine Bars', alias='wine_bars')]"
barcibo-enoteca-new-york,252,Barcibo Enoteca,4.0,"[Category(name='Wine Bars', alias='wine_bars')]"
cookshop-new-york,223,Cookshop,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Wine Bars', alias='wine_bars')]"
smith-and-mills-new-york,122,Smith and Mills,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='American (New)', alias='newamerican')]"
sofia-wine-bar-and-cafe-new-york,272,Sofia Wine Bar & Cafe,4.0,"[Category(name='Italian', alias='italian'), Category(name='Wine Bars', alias='wine_bars')]"
the-grain-new-york,539,The Grain,4.0,"[Category(name='Lounges', alias='lounges')]"
copper-and-oak-new-york,437,Copper & Oak,4.5,"[Category(name='Lounges', alias='lounges')]"
white-oak-tavern-new-york-2,344,White Oak Tavern,4.0,"[Category(name='Bars', alias='bars'), Category(name='Comfort Food', alias='comfortfood'), Category(name='American (Traditional)', alias='tradamerican')]"
sid-golds-request-room-new-york,490,Sid Gold's Request Room,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
uncorked-bar-and-grill-new-york,292,Uncorked Bar & Grill,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Lounges', alias='lounges'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]"
the-summit-bar-new-york,213,The Summit Bar,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican')]"
haymaker-bar-and-kitchen-new-york,375,Haymaker Bar and Kitchen,4.0,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Beer Bar', alias='beerbar')]"
gramercy-park-bar-manhattan,343,Gramercy Park Bar,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Wine Bars', alias='wine_bars')]"
est-1986-wine-bar-lounge-new-york,993,est. 1986 Wine Bar/Lounge,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Lounges', alias='lounges')]"
rare-view-rooftop-chelsea-new-york,491,RARE View Rooftop Chelsea,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Venues & Event Spaces', alias='venues'), Category(name='Sports Bars', alias='sportsbars')]"
drop-off-service-new-york,262,Drop Off Service,4.0,"[Category(name='Bars', alias='bars')]"
paloma-rocket-new-york,392,Paloma Rocket,5.0,"[Category(name='Beer Bar', alias='beerbar')]"
buceo-95-new-york,286,Buceo 95,4.0,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Spanish', alias='spanish'), Category(name='Wine Bars', alias='wine_bars')]"
swift-new-york,448,Swift,4.0,"[Category(name='Bars', alias='bars')]"
the-grange-bar-and-eatery-new-york,243,The Grange Bar and Eatery,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
reichenbach-hall-new-york,520,Reichenbach Hall,4.0,"[Category(name='Bars', alias='bars'), Category(name='German', alias='german'), Category(name='Pretzels', alias='pretzels')]"
pmf-pardon-my-french-new-york,276,PMF Pardon My French,4.0,"[Category(name='French', alias='french'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Cocktail Bars', alias='cocktailbars')]"
proper-west-new-york,509,Proper West,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]"
please-dont-tell-new-york-2,357,Please Don't Tell,4.0,"[Category(name='Lounges', alias='lounges')]"
the-carnegie-club-new-york-2,381,The Carnegie Club,4.0,"[Category(name='Lounges', alias='lounges')]"
riverwalk-bar-and-grill-roosevelt-island,1,Riverwalk Bar & Grill,3.5,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]"
biddys-pub-new-york,229,Biddy's Pub,4.0,"[Category(name='Pubs', alias='pubs')]"
cloud-social-rooftop-bar-new-york,691,Cloud Social Rooftop Bar,3.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Venues & Event Spaces', alias='venues')]"
landmark-tavern-new-york-2,198,Landmark Tavern,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='American (Traditional)', alias='tradamerican')]"
trading-post-new-york,125,Trading Post,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
scratcher-new-york,447,Scratcher,4.0,"[Category(name='Bars', alias='bars')]"
the-55-bar-new-york,399,The 55 Bar,4.0,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Bars', alias='bars')]"
hi-collar-new-york-2,486,Hi-Collar,4.5,"[Category(name='Japanese', alias='japanese'), Category(name='Coffee & Tea', alias='coffee'), Category(name='Bars', alias='bars')]"
67-orange-street-new-york,218,67 Orange Street,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
grand-banks-manhattan,11,Grand Banks,4.0,"[Category(name='Bars', alias='bars'), Category(name='Seafood', alias='seafood'), Category(name='American (New)', alias='newamerican')]"
the-shakespeare-new-york,372,The Shakespeare,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='British', alias='british')]"
roof-at-park-south-new-york,408,Roof at Park South,3.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
the-musket-room-new-york,489,The Musket Room,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]"
lumos-bar-new-york,502,Lumos Bar,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
aeté-rooftop-new-york,407,Aeté Rooftop,5.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
bonnie-vee-new-york,390,Bonnie Vee,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
dream-baby-new-york-2,248,Dream Baby,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
kilo-new-york,386,Kilo,4.0,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Modern European', alias='modern_european')]"
lansdowne-road-new-york-2,267,Lansdowne Road,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Chicken Wings', alias='chicken_wings'), Category(name='Sandwiches', alias='sandwiches')]"
pouring-ribbons-new-york,193,Pouring Ribbons,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
coopers-craft-and-kitchen-new-york-2,481,Cooper's Craft & Kitchen,4.0,"[Category(name='Gastropubs', alias='gastropubs'), Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
gallow-green-new-york,139,Gallow Green,3.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Restaurants', alias='restaurants')]"
drexlers-new-york,362,Drexler's,4.5,"[Category(name='Bars', alias='bars')]"
tom-and-jerrys-new-york,450,Tom & Jerry's,4.0,"[Category(name='Bars', alias='bars')]"
vol-de-nuit-new-york,452,Vol de Nuit,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='American (New)', alias='newamerican')]"
baby-grand-new-york,348,Baby Grand,4.0,"[Category(name='Karaoke', alias='karaoke'), Category(name='Lounges', alias='lounges')]"
kaia-wine-bar-new-york,266,Kaia Wine Bar,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='African', alias='african'), Category(name='Tapas Bars', alias='tapas')]"
ten-degrees-bar-new-york,330,Ten Degrees Bar,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Gastropubs', alias='gastropubs')]"
the-roost-new-york,191,The Roost,4.5,"[Category(name='Bars', alias='bars'), Category(name='Cafes', alias='cafes')]"
bar-pleiades-new-york,229,Bar Pleiades,4.5,"[Category(name='Bars', alias='bars')]"
entwine-new-york,273,Entwine,4.0,"[Category(name='Mediterranean', alias='mediterranean'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Venues & Event Spaces', alias='venues')]"
the-cannibal-new-york,396,The Cannibal,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Butcher', alias='butcher'), Category(name='Beer Bar', alias='beerbar')]"
tryon-public-house-new-york,204,Tryon Public House,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Gastropubs', alias='gastropubs'), Category(name='Bars', alias='bars')]"
honky-tonk-tavern-new-york,154,Honky Tonk Tavern,3.5,"[Category(name='Bars', alias='bars'), Category(name='Tex-Mex', alias='tex-mex'), Category(name='Cajun/Creole', alias='cajun')]"
b-cafe-west-new-york,216,B. Cafe West,4.0,"[Category(name='Belgian', alias='belgian'), Category(name='Bars', alias='bars')]"
lionsbeerstore-new-york-2,406,Lionsbeerstore,4.5,"[Category(name='Bars', alias='bars'), Category(name='Gastropubs', alias='gastropubs'), Category(name='American (New)', alias='newamerican')]"
the-copper-still-new-york,487,The Copper Still,4.0,"[Category(name='Bars', alias='bars'), Category(name='Gastropubs', alias='gastropubs')]"
analogue-new-york,353,Analogue,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Lounges', alias='lounges')]"
wood-and-ales-new-york-2,434,Wood and Ales,4.0,"[Category(name='Bars', alias='bars')]"
lillies-victorian-bar-and-restaurant-new-york,628,Lillie's Victorian Bar & Restaurant,4.0,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]"
gramercy-ale-house-new-york,396,Gramercy Ale House,4.5,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]"
calle-dao-new-york,521,Calle Dao,4.0,"[Category(name='Cuban', alias='cuban'), Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
turnmill-new-york,398,Turnmill,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]"
pil-pil-new-york,219,Pil Pil,4.0,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Wine Bars', alias='wine_bars')]"
teds-corner-tavern-new-york,270,Ted's Corner Tavern,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Mediterranean', alias='mediterranean')]"
clockwork-bar-new-york,290,Clockwork Bar,4.0,"[Category(name='Dive Bars', alias='divebars')]"
union-bar-and-kitchen-new-york,106,Union Bar & Kitchen,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
the-modern-bar-room-new-york,587,The Modern - Bar Room,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='French', alias='french')]"
local-138-new-york,447,Local 138,4.0,"[Category(name='Bars', alias='bars')]"
boat-basin-café-new-york-2,35,Boat Basin Café,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
verlaine-new-york-2,447,Verlaine,4.0,"[Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Lounges', alias='lounges')]"
ace-hotel-new-york-new-york-2,545,Ace Hotel New York,4.0,"[Category(name='Hotels', alias='hotels'), Category(name='Bars', alias='bars')]"
baileys-corner-pub-new-york,164,Bailey's Corner Pub,4.0,"[Category(name='Pubs', alias='pubs')]"
injera-new-york,364,Injera,4.5,"[Category(name='Ethiopian', alias='ethiopian'), Category(name='Bars', alias='bars')]"
brandy-library-new-york,159,Brandy Library,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges'), Category(name='Wine Bars', alias='wine_bars')]"
white-horse-tavern-financial-district-new-york,201,White Horse Tavern - Financial District,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Burgers', alias='burgers')]"
b-cafe-east-new-york,225,B Cafe East,4.0,"[Category(name='Bars', alias='bars'), Category(name='Belgian', alias='belgian')]"
at-nine-restaurant-and-bar-new-york,671,At nine Restaurant & Bar,4.0,"[Category(name='Thai', alias='thai'), Category(name='Bars', alias='bars')]"
belle-reve-new-york,286,Belle Reve,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Music Venues', alias='musicvenues')]"
gotham-bar-and-grill-new-york,483,Gotham Bar and Grill,4.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars')]"
international-bar-new-york,390,International Bar,4.0,"[Category(name='Dive Bars', alias='divebars'), Category(name='Lounges', alias='lounges')]"
11th-street-bar-new-york,316,11th Street Bar,4.0,"[Category(name='Pubs', alias='pubs')]"
porchlight-new-york,88,Porchlight,3.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
a-touch-of-dee-new-york,250,A Touch of Dee,5.0,"[Category(name='Dive Bars', alias='divebars')]"
ivy-new-york-4,399,Ivy,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
trinity-pub-new-york,314,Trinity Pub,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Trivia Hosts', alias='triviahosts'), Category(name='Cocktail Bars', alias='cocktailbars')]"
burp-castle-new-york,478,Burp Castle,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Lounges', alias='lounges')]"
the-royal-munkey-new-york,395,The Royal Munkey,4.5,"[Category(name='Indian', alias='indpak'), Category(name='Cocktail Bars', alias='cocktailbars')]"
birthday-bottle-service-new-york,316,Birthday Bottle Service,5.0,"[Category(name='Party & Event Planning', alias='eventplanning'), Category(name='Bars', alias='bars')]"
monkey-bar-new-york,479,Monkey Bar,3.5,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars')]"
finnertys-new-york,467,Finnerty's,4.0,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars')]"
the-drunken-horse-new-york,170,The Drunken Horse,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Turkish', alias='turkish')]"
the-living-room-new-york-5,306,The Living Room,5.0,"[Category(name='Lounges', alias='lounges')]"
le-pif-new-york-8,196,Le Pif,5.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='French', alias='french')]"
tinys-and-the-bar-upstairs-new-york,188,Tiny's & the Bar Upstairs,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
ghost-new-york,358,Ghost,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
lois-new-york,201,Lois,4.5,"[Category(name='Wine Bars', alias='wine_bars')]"
turntable-chicken-jazz-new-york-2,627,Turntable Chicken Jazz ,4.0,"[Category(name='Chicken Wings', alias='chicken_wings'), Category(name='Lounges', alias='lounges'), Category(name='American (New)', alias='newamerican')]"
hill-and-dale-new-york,432,Hill and Dale,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]"
jaspers-taphouse-kitchen-new-york,343,Jasper's Taphouse + Kitchen,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Pubs', alias='pubs')]"
manitobas-new-york,277,Manitoba's,4.0,"[Category(name='Bars', alias='bars')]"
bar-goto-new-york,397,Bar Goto,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Japanese', alias='japanese')]"
mollys-new-york,409,Molly's,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs')]"
les-enfants-de-boheme-new-york,215,Les Enfants de Boheme,4.5,"[Category(name='French', alias='french'), Category(name='Cafes', alias='cafes'), Category(name='Cocktail Bars', alias='cocktailbars')]"
bxl-east-new-york,295,BXL East,4.0,"[Category(name='Belgian', alias='belgian'), Category(name='Pubs', alias='pubs')]"
the-sky-deck-manhattan,531,The Sky Deck,4.0,"[Category(name='Bars', alias='bars'), Category(name='Burgers', alias='burgers')]"
b-side-new-york,192,B Side,4.0,"[Category(name='Dive Bars', alias='divebars')]"
manhattan-proper-new-york,266,Manhattan Proper,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]"
decoy-new-york,272,Decoy,4.5,"[Category(name='Chinese', alias='chinese'), Category(name='Bars', alias='bars')]"
the-headless-horseman-new-york,622,The Headless Horseman,3.5,"[Category(name='Bars', alias='bars')]"
double-wide-new-york,272,Double Wide,4.0,"[Category(name='Southern', alias='southern'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
bar-coastal-nyc-new-york,208,Bar-Coastal NYC,4.0,"[Category(name='Sports Bars', alias='sportsbars')]"
riposo-72-new-york-8,214,Riposo 72,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian')]"
dante-new-york,361,Dante,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Italian', alias='italian')]"
woodrows-new-york,210,Woodrow's,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Pubs', alias='pubs')]"
lovers-of-today-new-york,318,Lovers of Today,4.0,"[Category(name='Lounges', alias='lounges')]"
botanic-lab-new-york,338,Botanic Lab,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
tír-na-nóg-new-york-7,702,Tír na Nóg,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Irish', alias='irish'), Category(name='Irish Pub', alias='irish_pubs')]"
william-barnacle-tavern-new-york,400,William Barnacle Tavern,4.5,"[Category(name='Bars', alias='bars')]"
flow-bar-new-york,357,Flow Bar,5.0,"[Category(name='Dive Bars', alias='divebars')]"
bua-new-york,362,Bua,4.0,"[Category(name='Bars', alias='bars')]"
parkside-lounge-new-york,324,Parkside Lounge,4.0,"[Category(name='Music Venues', alias='musicvenues'), Category(name='Lounges', alias='lounges')]"
temple-bar-new-york,461,Temple Bar,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]"
wassail-new-york,430,Wassail,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]"
boilermaker-new-york-2,426,Boilermaker,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]"
wine-escape-new-york,467,Wine Escape,4.5,"[Category(name='Wine Bars', alias='wine_bars')]"
nuyorican-poets-cafe-new-york,286,Nuyorican Poets Cafe,4.5,"[Category(name='Bars', alias='bars'), Category(name='Performing Arts', alias='theater')]"
mcgettigans-nyc-new-york-2,976,McGettigan's NYC,4.0,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Irish Pub', alias='irish_pubs'), Category(name='Gastropubs', alias='gastropubs')]"
suffolk-arms-new-york,380,Suffolk Arms,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
the-jolly-monk-new-york-3,358,The Jolly Monk,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Pubs', alias='pubs')]"
rooftop-lounge-and-bar-the-pod-39-hotel-new-york,279,Rooftop Lounge & Bar - The Pod 39 Hotel,3.5,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
mcquaids-public-house-new-york,157,McQuaid's Public House,4.5,"[Category(name='Pubs', alias='pubs')]"
the-dakota-bar-new-york,231,The Dakota Bar,3.5,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
wine-30-new-york,423,Wine:30,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican')]"
booker-and-dax-new-york,512,Booker and Dax,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
b-flat-new-york,248,B Flat,4.0,"[Category(name='Lounges', alias='lounges'), Category(name='Jazz & Blues', alias='jazzandblues')]"
brindle-room-new-york,362,Brindle Room,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
el-kallejon-new-york,367,El Kallejon,4.5,"[Category(name='Tapas Bars', alias='tapas')]"
abv-new-york-2,259,ABV,3.5,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]"
the-library-at-the-public-new-york,430,The Library at The Public,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges'), Category(name='Sandwiches', alias='sandwiches')]"
serenas-wine-bar-cafe-new-york,197,Serena's Wine Bar Cafe,3.5,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Cafes', alias='cafes')]"
antler-beer-and-wine-dispensary-new-york,423,Antler Beer And Wine Dispensary,4.5,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Beer Bar', alias='beerbar')]"
bedford-falls-manhattan,203,Bedford Falls,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Beer Gardens', alias='beergardens')]"
lips-new-york-2,402,Lips,4.0,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars'), Category(name='Cabaret', alias='cabaret')]"
stout-nyc-new-york,1068,Stout NYC,3.5,"[Category(name='Irish', alias='irish'), Category(name='Sports Bars', alias='sportsbars')]"
sagaponack-bar-and-grill-new-york-2,547,Sagaponack Bar & Grill,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Seafood', alias='seafood')]"
clinton-hall-new-york,162,Clinton Hall,4.0,"[Category(name='Bars', alias='bars'), Category(name='Beer Gardens', alias='beergardens')]"
spyglass-rooftop-bar-new-york,550,Spyglass Rooftop Bar,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
the-loeb-boathouse-new-york-2,11,The Loeb Boathouse,3.5,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Bars', alias='bars'), Category(name='Cafes', alias='cafes')]"
fig-19-new-york,317,Fig 19,4.0,"[Category(name='Lounges', alias='lounges')]"
eastwood-new-york,222,Eastwood,4.0,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
refinery-rooftop-new-york,566,Refinery Rooftop,3.5,"[Category(name='Lounges', alias='lounges')]"
nublu-new-york,225,Nublu,4.0,"[Category(name='Bars', alias='bars'), Category(name='Music Venues', alias='musicvenues')]"
hudson-clearwater-new-york,272,Hudson Clearwater,4.0,"[Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Wine Bars', alias='wine_bars')]"
camaradas-el-barrio-new-york,260,Camaradas El Barrio,3.5,"[Category(name='Bars', alias='bars'), Category(name='Latin American', alias='latin'), Category(name='Music Venues', alias='musicvenues')]"
animals-food-and-drink-new-york,205,Animals Food and Drink,4.5,"[Category(name='Sandwiches', alias='sandwiches'), Category(name='Bars', alias='bars')]"
142-sullivan-new-york-3,368,142 Sullivan,4.5,"[Category(name='Wine Bars', alias='wine_bars')]"
la-vela-dining-and-bar-new-york,155,La Vela Dining & Bar,4.0,"[Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian'), Category(name='Bars', alias='bars')]"
bar-prima-new-york,212,Bar Prima,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]"
crimson-and-rye-new-york,291,Crimson & Rye,3.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican')]"
the-perfect-pint-new-york,735,The Perfect Pint,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Irish Pub', alias='irish_pubs')]"
cello-wine-bar-new-york,264,Cello Wine Bar,4.0,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Music Venues', alias='musicvenues')]"
louie-and-chan-new-york,355,Louie and Chan,4.0,"[Category(name='Italian', alias='italian'), Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]"
sutton-bar-room-new-york,171,Sutton Bar Room,5.0,"[Category(name='Bars', alias='bars')]"
shoolbreds-new-york,495,Shoolbred's,4.0,"[Category(name='Lounges', alias='lounges')]"
rye-house-new-york,610,Rye House,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
ocabanon-new-york,468,OCabanon,4.0,"[Category(name='French', alias='french'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Tapas Bars', alias='tapas')]"
singl-new-york-2,654,Singl,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Lounges', alias='lounges')]"
ciccio-new-york-2,293,Ciccio,4.0,"[Category(name='Italian', alias='italian'), Category(name='Bars', alias='bars')]"
daniel-new-york-4,260,Daniel,4.5,"[Category(name='French', alias='french'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]"
the-third-man-new-york,213,The Third Man,4.0,"[Category(name='Cocktail Bars', alias='cocktailbars')]"
the-whiskey-rebel-new-york,379,The Whiskey Rebel,3.5,"[Category(name='Pubs', alias='pubs'), Category(name='Sports Bars', alias='sportsbars')]"
the-stanton-social-new-york,437,The Stanton Social,4.0,"[Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Lounges', alias='lounges')]"
royale-new-york,197,Royale,4.0,"[Category(name='Burgers', alias='burgers'), Category(name='Bars', alias='bars')]"
lexington-bar-and-books-new-york,198,Lexington Bar & Books,3.5,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]"
whiskey-trader-new-york,541,Whiskey Trader,3.5,"[Category(name='Sports Bars', alias='sportsbars')]"
